11.735,7.8801
12.631,13.451
10.041,7.0062
7.3587,11.169
9.4064,12.668
8.1999,9.9036
6.5034,6.5448
8.5517,11.441
12.214,7.3679
7.4097,12.823
6.3382,10.505
10.989,11.605
11.596,7.7915
9.5743,8.5847
8.7636,10.053
10.988,13.819
8.2932,13.16
10.108,7.9054
7.9139,9.9907
8.888,11.216
12.333,8.3851
8.055,9.7312
10.253,10.36
12.615,9.6756
10.015,8.4815
11.476,7.5794
8.2074,12.522
9.9004,7.1686
6.9553,6.8476
9.8161,12.312
7.4187,10.633
13.125,7.412
8.9027,7.0247
9.2871,12.127
11.795,11.182
11.581,8.6534
10.481,6.8593
10.534,8.9178
7.933,12.784
11.731,13.409
9.4546,9.2865
13.406,9.2029
12.712,6.2618
12.114,8.7606
9.0255,8.9227
8.1559,6.0666
11.169,9.124
10.394,12.555
7.1685,10.616
9.2531,8.7813
10.117,10.764
8.5333,10.675
11.072,8.9121
7.8977,10.181
8.852,9.8163
6.5476,11.886
10.232,9.041
14.178,7.6745
12.209,9.405
11.879,9.6609
9.8318,10.499
10.932,11.563
11.925,10.925
10.122,12.314
9.9288,10.381
8.966,10.12
12.104,9.1699
10.615,7.5086
12.881,9.8588
10.456,11.622
7.4068,8.5025
10.925,10.132
11.272,10.337
13.506,11.394
12.574,9.3852
7.7246,9.8858
7.8545,8.4228
10.386,10.153
8.7912,9.3922
12.212,7.8196
9.1052,10.81
10.841,12.816
5.745,12.392
12.698,5.6892
11.017,8.4107
9.7819,10.26
10.536,12.564
13.846,12.864
9.3467,11.641
9.7156,10.549
8.3255,10.793
12.675,11.701
8.5299,7.5939
11.494,9.4448
9.5137,9.7622
9.1841,11
9.8738,8.6438
8.0865,12.024
12.323,5.6316
9.5832,12.455
9.7,13.4
12.331,8.5862
13.347,12.886
12.309,13.815
12.868,7.8381
6.2341,7.6744
6.6392,10.593
12.93,8.5273
11.642,11.256
11.283,6.5882
10.443,8.9659
11.921,9.729
12.816,12.873
10.617,9.961
9.5897,6.6868
8.1915,6.8097
10.739,8.2095
10.091,10.522
8.5818,7.614
8.3923,10.151
11.32,11.638
11.735,8.6891
8.9922,9.4012
11.368,9.4211
9.2595,10.083
10.622,9.8409
8.1833,10.316
7.2147,9.7451
9.1999,8.382
5.2835,9.2971
7.238,5.7424
12.209,9.0224
8.2036,12.761
7.35,10.47
13.248,7.3753
11.936,10.045
9.2387,9.6461
11.455,5.3239
12.59,11.528
7.3975,10.853
9.953,12.309
9.331,11.641
10.665,8.4359
11.401,8.1717
10.478,7.564
8.8048,8.3174
8.7776,9.4093
11.254,6.1193
11.751,9.4156
8.766,10.472
17.597,17.915
25.28,19.774
20.113,24.717
21.016,19.764
17.385,20.496
21.817,22.964
16.661,22.132
16.688,22.347
17.829,16.916
19.094,23.556
15.121,20.299
22.099,22.992
18.791,21.03
18.463,18.954
19.503,19.352
19.695,21.981
20.075,15.876
20.056,17.571
21.254,19.592
19.88,23.057
18.832,19.581
19,17.397
17.966,22.82
19.103,19.479
21.635,23.471
22.475,22.261
16.32,21.226
21.543,18.049
17.091,21.851
21.849,19.517
18.513,22.625
17.286,22.474
21.115,23.512
20.019,20.751
23.608,20.369
20.975,21.421
19.009,21.924
21.996,17.728
19.74,19.582
20.044,22.525
20.869,21.267
19.135,18.242
23.053,22.997
21.945,19.978
21.953,20.71
22.221,25.085
17.269,20.662
19.82,19.105
18.014,20.602
21.299,20.374
20.603,17.084
19.376,18.969
18.908,19.696
18.288,17.191
21.064,23.688
18.878,19.444
23.961,18.539
18.992,21.705
21.275,16.006
19.305,17.461
19.729,25.147
21.663,19.95
16.571,21.731
24.801,18.885
18.113,17.924
17.709,20.816
19.113,19.418
23.662,17.949
20.464,18.896
21.412,19.219
22.239,20.106
19.298,20.867
23.857,21.555
17.859,19.417
24.473,19.813
19.021,17.313
18.92,15.519
20.867,19.573
19.742,19.635
20.118,17.981
16.939,19.769
20.198,20.932
18.778,23.91
23.082,19.915
20.444,20.117
18.21,20.337
21.836,15.682
19.847,20.627
21.549,16.506
18.181,20.025
22.122,24.307
18.787,19.07
21.725,20.606
19.038,21.009
21.668,16.395
21.796,19.507
22.463,22.085
19.042,17.644
22.483,21.949
18.26,18.784
23.401,17.088
19.724,21.111
19.165,23.939
16.966,20.371
16.557,22.177
17.02,17.599
12.363,21.868
20.779,19.509
18.897,17.899
19.396,18.072
22.455,18.316
20.325,17.759
24.09,23.031
21.454,17.677
21.021,18.889
20.619,19.827
20.878,19.361
20.923,20.225
18.57,22.489
20.172,18.333
17.908,21.599
22.597,18.518
21.583,23.055
21.254,17.848
16.191,17.193
18.716,20.871
18.881,22.797
19.304,18.053
19.339,20.675
19.215,19.443
21.208,17.918
19.714,21.177
20.418,21.645
21.127,18.598
19.662,23.702
17.623,19.94
16.628,18.344
20.519,21.799
19.641,19.203
21.581,20.887
22.048,19.758
20.597,18.661
20.649,17.42
21.099,21.16
18.854,18.77
19.874,20.725
20.926,14.915
16.699,19.99
18.707,20.525
20.549,18.475
26.816,30.936
28.091,29.514
28.576,31.184
28.28,29.425
30.214,32.067
31.046,31.111
28.8,31.527
28.545,31.393
31.081,32.25
27.944,28.215
27.084,28.518
29.274,26.923
29.462,33.029
27.903,32.542
28.856,30.218
30.803,27.723
28.975,31.486
33.241,28.59
28.277,30.043
27.595,32.198
30.04,32.265
30.132,30.458
28.042,31.884
27.172,28.926
31.584,29.732
34.678,32.908
31.048,28.657
34.604,30.799
29.951,29.801
28.165,28.025
28.619,30.928
27.342,31.552
32.292,29.363
33.721,26.718
31.862,30.142
28.959,31.892
31.405,28.062
27.87,31.893
28.06,29.747
33.24,29.514
34.686,30.142
29.463,33.761
29.228,29.571
30.3,29.32
29.18,28.037
30.225,30.583
27.478,30.698
32.069,26.376
30.297,27.373
30.183,32.661
32.489,32.493
32.748,32.51
29.366,29.864
31.931,29.491
31.539,29.604
29.042,26.44
33.613,28.502
29.4,28.828
31.703,28.348
30.011,32.279
29.082,35.759
29.429,29.539
30.857,28.743
30.506,30.98
27.458,29.701
30.593,28.292
28.199,33.323
28.548,32.556
30.305,29.577
30.928,26.654
28.994,28.753
29.212,26.177
29.153,27.269
28.441,32.954
24.504,29.688
26.181,28.998
30.772,32.019
28.279,30.411
25.552,28.586
26.827,30.189
30.503,30.538
